   0.000000E+00,   0.500000E+00,   0.000000E+00
   0.446238E-01,   0.495324E+00,  -0.209273E+00
   0.892499E-01,   0.481375E+00,  -0.414961E+00
   0.134020E+00,   0.458306E+00,  -0.614090E+00
   0.179186E+00,   0.426233E+00,  -0.804002E+00
   0.225019E+00,   0.385246E+00,  -0.981734E+00
   0.271827E+00,   0.335413E+00,  -0.114389E+01
   0.319982E+00,   0.276790E+00,  -0.128649E+01
   0.369952E+00,   0.209418E+00,  -0.140470E+01
   0.422376E+00,   0.133306E+00,  -0.149257E+01
   0.478249E+00,   0.483043E-01,  -0.154238E+01
   0.533422E+00,  -0.370896E-01,  -0.154542E+01
   0.588099E+00,  -0.120635E+00,  -0.150308E+01
   0.642874E+00,  -0.200801E+00,  -0.141690E+01
   0.698328E+00,  -0.275986E+00,  -0.128816E+01
   0.755061E+00,  -0.344409E+00,  -0.111788E+01
   0.807504E+00,  -0.398243E+00,  -0.930831E+00
   0.856978E+00,  -0.439478E+00,  -0.733089E+00
   0.904525E+00,  -0.469508E+00,  -0.527987E+00
   0.950780E+00,  -0.489113E+00,  -0.318405E+00
   0.996181E+00,  -0.498783E+00,  -0.106934E+00
   0.104106E+01,  -0.498849E+00,   0.104007E+00
   0.108571E+01,  -0.489547E+00,   0.312055E+00
   0.113038E+01,  -0.471054E+00,   0.514804E+00
   0.117531E+01,  -0.443502E+00,   0.709705E+00
   0.122077E+01,  -0.406994E+00,   0.893964E+00
   0.126705E+01,  -0.361607E+00,   0.106442E+01
   0.131447E+01,  -0.307404E+00,   0.121741E+01
   0.136346E+01,  -0.244433E+00,   0.134856E+01
   0.141456E+01,  -0.172725E+00,   0.145254E+01
   0.146853E+01,  -0.922405E-01,   0.152264E+01
   0.152417E+01,  -0.655973E-02,   0.154965E+01
   0.157902E+01,   0.781264E-01,   0.153035E+01
   0.163368E+01,   0.160218E+00,   0.146647E+01
   0.168871E+01,   0.238165E+00,   0.135941E+01
