   0.000000E+00,   0.785398E+00,   0.000000E+00
   0.418931E-01,   0.779317E+00,  -0.290010E+00
   0.837932E-01,   0.761145E+00,  -0.576509E+00
   0.125831E+00,   0.730988E+00,  -0.856707E+00
   0.168267E+00,   0.688823E+00,  -0.112832E+01
   0.211402E+00,   0.634475E+00,  -0.138859E+01
   0.255604E+00,   0.567582E+00,  -0.163408E+01
   0.301356E+00,   0.487526E+00,  -0.186030E+01
   0.349302E+00,   0.393359E+00,  -0.206110E+01
   0.400303E+00,   0.283778E+00,  -0.222752E+01
   0.453384E+00,   0.162203E+00,  -0.234287E+01
   0.504512E+00,   0.408573E-01,  -0.239378E+01
   0.554465E+00,  -0.787314E-01,  -0.238449E+01
   0.604020E+00,  -0.195478E+00,  -0.231795E+01
   0.653876E+00,  -0.308220E+00,  -0.219590E+01
   0.704724E+00,  -0.415593E+00,  -0.201902E+01
   0.757322E+00,  -0.515888E+00,  -0.178693E+01
   0.812570E+00,  -0.606821E+00,  -0.149790E+01
   0.862816E+00,  -0.674782E+00,  -0.120279E+01
   0.909386E+00,  -0.724006E+00,  -0.908320E+00
   0.953862E+00,  -0.757889E+00,  -0.613477E+00
   0.997076E+00,  -0.778051E+00,  -0.318666E+00
   0.103953E+01,  -0.785353E+00,  -0.249860E-01
   0.108156E+01,  -0.780279E+00,   0.266146E+00
   0.112346E+01,  -0.763099E+00,   0.553072E+00
   0.116548E+01,  -0.733931E+00,   0.833872E+00
   0.120787E+01,  -0.692761E+00,   0.110629E+01
   0.125094E+01,  -0.639429E+00,   0.136762E+01
   0.129503E+01,  -0.573591E+00,   0.161448E+01
   0.134064E+01,  -0.494653E+00,   0.184249E+01
   0.138837E+01,  -0.401695E+00,   0.204568E+01
   0.143908E+01,  -0.293441E+00,   0.221538E+01
   0.149236E+01,  -0.171926E+00,   0.233609E+01
   0.154362E+01,  -0.504880E-01,   0.239198E+01
   0.159363E+01,   0.692807E-01,   0.238736E+01
   0.164319E+01,   0.186295E+00,   0.232531E+01
   0.169300E+01,   0.299403E+00,   0.220765E+01
   0.174374E+01,   0.407262E+00,   0.203515E+01
   0.179617E+01,   0.508195E+00,   0.180750E+01
   0.185117E+01,   0.599978E+00,   0.152312E+01
   0.190179E+01,   0.669730E+00,   0.122818E+01
   0.194860E+01,   0.720397E+00,   0.933734E+00
   0.199321E+01,   0.755523E+00,   0.638924E+00
   0.203651E+01,   0.776828E+00,   0.344073E+00
   0.207901E+01,   0.785216E+00,   0.502430E-01
   0.212107E+01,   0.781197E+00,  -0.241171E+00
   0.216297E+01,   0.765054E+00,  -0.528531E+00
   0.220497E+01,   0.736919E+00,  -0.809943E+00
   0.224732E+01,   0.696788E+00,  -0.108318E+01
   0.229031E+01,   0.644516E+00,  -0.134559E+01
   0.233431E+01,   0.579776E+00,  -0.159385E+01
   0.237976E+01,   0.502000E+00,  -0.182370E+01
   0.242728E+01,   0.410297E+00,  -0.202932E+01
   0.247769E+01,   0.303419E+00,  -0.220235E+01
   0.253117E+01,   0.181979E+00,  -0.232864E+01
   0.258258E+01,   0.604525E-01,  -0.238971E+01
   0.263266E+01,  -0.594951E-01,  -0.238995E+01
   0.268223E+01,  -0.176778E+00,  -0.233255E+01
   0.273200E+01,  -0.290255E+00,  -0.221943E+01
   0.278263E+01,  -0.398605E+00,  -0.205144E+01
   0.283489E+01,  -0.500184E+00,  -0.182839E+01
   0.288964E+01,  -0.592824E+00,  -0.154878E+01
   0.294066E+01,  -0.664447E+00,  -0.125402E+01
   0.298772E+01,  -0.716608E+00,  -0.959578E+00
   0.303249E+01,  -0.753011E+00,  -0.664804E+00
   0.307588E+01,  -0.775485E+00,  -0.369920E+00
   0.311843E+01,  -0.784982E+00,  -0.759488E-01
   0.316052E+01,  -0.782038E+00,   0.215739E+00
   0.320243E+01,  -0.766952E+00,   0.503527E+00
   0.324440E+01,  -0.739867E+00,   0.785544E+00
   0.328671E+01,  -0.700792E+00,   0.105960E+01
   0.332963E+01,  -0.649595E+00,   0.132308E+01
   0.337352E+01,  -0.585968E+00,   0.157274E+01
   0.341882E+01,  -0.509365E+00,   0.180441E+01
   0.346613E+01,  -0.418929E+00,   0.201244E+01
   0.351626E+01,  -0.313441E+00,   0.218875E+01
   0.356995E+01,  -0.192089E+00,   0.232071E+01
   0.362151E+01,  -0.704805E-01,   0.238702E+01
   0.367167E+01,   0.496396E-01,   0.239215E+01
   0.372126E+01,   0.167185E+00,   0.233945E+01
   0.377098E+01,   0.281025E+00,   0.223090E+01
   0.382151E+01,   0.389856E+00,   0.206745E+01
   0.387361E+01,   0.492071E+00,   0.184899E+01
   0.392811E+01,   0.585552E+00,   0.157417E+01
   0.397955E+01,   0.659078E+00,   0.127957E+01
   0.402688E+01,   0.712744E+00,   0.985124E+00
   0.407180E+01,   0.750423E+00,   0.690387E+00
