   0.411528E+01,   0.774060E+00,   0.395479E+00
   0.415789E+01,   0.784657E+00,   0.101378E+00
   0.420001E+01,   0.782777E+00,  -0.190568E+00
   0.424192E+01,   0.768737E+00,  -0.478765E+00
   0.428388E+01,   0.742690E+00,  -0.761364E+00
   0.432615E+01,   0.704658E+00,  -0.103621E+01
   0.436901E+01,   0.654522E+00,  -0.130072E+01
   0.441280E+01,   0.591991E+00,  -0.155173E+01
   0.445795E+01,   0.516543E+00,  -0.178515E+01
   0.450506E+01,   0.427350E+00,  -0.199552E+01
   0.455490E+01,   0.323223E+00,  -0.217499E+01
   0.460847E+01,   0.202767E+00,  -0.231184E+01
   0.466018E+01,   0.811043E-01,  -0.238371E+01
   0.471043E+01,  -0.391902E-01,  -0.239405E+01
   0.476004E+01,  -0.157005E+00,  -0.234632E+01
   0.480972E+01,  -0.271219E+00,  -0.224262E+01
   0.486016E+01,  -0.380548E+00,  -0.208398E+01
   0.491208E+01,  -0.483419E+00,  -0.187038E+01
   0.496634E+01,  -0.577769E+00,  -0.160060E+01
   0.500000E+01,  -0.628536E+00,  -0.141314E+01
